,date,vix
1246,2017-04-24,12
1247,2017-04-21,12
1248,2017-04-20,13
1249,2017-04-19,14
1250,2017-04-18,15
1251,2017-04-17,15
1252,2017-04-14,16
1253,2017-04-13,14
1254,2017-04-12,15
1255,2017-04-11,16
1256,2017-04-10,14
1257,2017-04-07,12
1258,2017-04-06,11
1259,2017-04-05,11
1260,2017-04-04,10
1261,2017-04-03,11
1262,2017-03-31,11
1263,2017-03-30,11
1264,2017-03-29,11
1265,2017-03-28,12
1266,2017-03-27,12
1267,2017-03-24,12
1268,2017-03-23,12
1269,2017-03-22,13
1270,2017-03-21,12
1271,2017-03-20,11
1272,2017-03-17,11
1273,2017-03-16,11
1274,2017-03-15,11
1275,2017-03-14,11
1276,2017-03-13,10
1277,2017-03-10,10
1278,2017-03-09,11
1279,2017-03-08,11
1280,2017-03-07,11
1281,2017-03-06,11
1282,2017-03-03,10
1283,2017-03-02,10
1284,2017-02-28,10
1285,2017-02-27,10
1286,2017-02-24,10
1287,2017-02-23,9
1288,2017-02-22,9
1289,2017-02-21,10
1290,2017-02-20,10
1291,2017-02-17,10
1292,2017-02-16,10
1293,2017-02-15,10
1294,2017-02-14,10
1295,2017-02-13,10
1296,2017-02-10,10
1297,2017-02-09,10
1298,2017-02-08,11
1299,2017-02-07,11
1300,2017-02-06,11
1301,2017-02-03,11
1302,2017-02-02,12
1303,2017-02-01,12
1304,2017-01-31,12
1305,2017-01-26,11
1306,2017-01-25,12
1307,2017-01-24,12
1308,2017-01-23,12
1309,2017-01-20,12
1310,2017-01-19,12
1311,2017-01-18,12
1312,2017-01-17,11
1313,2017-01-16,11
1314,2017-01-13,10
1315,2017-01-12,12
1316,2017-01-11,11
1317,2017-01-10,10
1318,2017-01-09,11
1319,2017-01-06,11
1320,2017-01-05,11
1321,2017-01-04,10
1322,2017-01-03,11
1323,2017-01-02,11
1324,2016-12-29,11
1325,2016-12-28,11
1326,2016-12-27,11
1327,2016-12-26,11
1328,2016-12-23,11
1329,2016-12-22,11
1330,2016-12-21,11
1331,2016-12-20,11
1332,2016-12-19,11
1333,2016-12-16,10
1334,2016-12-15,11
1335,2016-12-14,11
1336,2016-12-13,11
1337,2016-12-12,11
1338,2016-12-09,11
1339,2016-12-08,11
1340,2016-12-07,11
1341,2016-12-06,12
1342,2016-12-05,13
1343,2016-12-02,13
1344,2016-12-01,12
1345,2016-11-30,12
1346,2016-11-29,12
1347,2016-11-28,12
1348,2016-11-25,12
1349,2016-11-24,12
1350,2016-11-23,12
1351,2016-11-22,12
1352,2016-11-21,13
1353,2016-11-18,13
1354,2016-11-17,14
1355,2016-11-16,14
1356,2016-11-15,16
1357,2016-11-14,16
1358,2016-11-11,15
1359,2016-11-10,14
1360,2016-11-09,19
1361,2016-11-08,16
1362,2016-11-07,17
1363,2016-11-04,18
1364,2016-11-03,16
1365,2016-11-02,17
1366,2016-11-01,14
1367,2016-10-31,14
1368,2016-10-28,13
1369,2016-10-27,13
1370,2016-10-26,13
1371,2016-10-25,12
1372,2016-10-24,12
1373,2016-10-21,13
1374,2016-10-20,13
1375,2016-10-19,13
1376,2016-10-18,13
1377,2016-10-17,14
1378,2016-10-14,14
1379,2016-10-13,15
1380,2016-10-12,14
1381,2016-10-11,15
1382,2016-10-10,14
1383,2016-10-07,14
1384,2016-10-06,13
1385,2016-10-05,13
1386,2016-10-04,13
1387,2016-09-30,14
1388,2016-09-29,12
1389,2016-09-28,12
1390,2016-09-27,12
1391,2016-09-26,12
1392,2016-09-23,11
1393,2016-09-22,12
1394,2016-09-21,14
1395,2016-09-20,13
1396,2016-09-19,14
1397,2016-09-13,15
1398,2016-09-12,16
1399,2016-09-09,11
1400,2016-09-08,11
1401,2016-09-07,11
1402,2016-09-06,10
1403,2016-09-05,11
1404,2016-09-02,11
1405,2016-09-01,11
1406,2016-08-31,11
1407,2016-08-30,11
1408,2016-08-29,11
1409,2016-08-26,12
1410,2016-08-25,11
1411,2016-08-24,12
1412,2016-08-23,11
1413,2016-08-22,12
1414,2016-08-19,11
1415,2016-08-18,11
1416,2016-08-17,11
1417,2016-08-16,11
1418,2016-08-12,11
1419,2016-08-11,11
1420,2016-08-10,11
1421,2016-08-09,11
1422,2016-08-08,12
1423,2016-08-05,12
1424,2016-08-04,12
1425,2016-08-03,13
1426,2016-08-02,12
1427,2016-08-01,12
1428,2016-07-29,12
1429,2016-07-28,12
1430,2016-07-27,12
1431,2016-07-26,12
1432,2016-07-25,13
1433,2016-07-22,12
1434,2016-07-21,12
1435,2016-07-20,13
1436,2016-07-19,13
1437,2016-07-18,13
1438,2016-07-15,13
1439,2016-07-14,13
1440,2016-07-13,14
1441,2016-07-12,14
1442,2016-07-11,14
1443,2016-07-08,14
1444,2016-07-07,13
1445,2016-07-06,14
1446,2016-07-05,12
1447,2016-07-04,12
1448,2016-07-01,12
1449,2016-06-30,13
1450,2016-06-29,14
1451,2016-06-28,17
1452,2016-06-27,19
1453,2016-06-24,22
1454,2016-06-23,18
1455,2016-06-22,16
1456,2016-06-21,16
1457,2016-06-20,16
1458,2016-06-17,17
1459,2016-06-16,17
1460,2016-06-15,16
1461,2016-06-14,16
1462,2016-06-13,15
1463,2016-06-10,11
1464,2016-06-09,12
1465,2016-06-08,12
1466,2016-06-07,12
1467,2016-06-03,11
1468,2016-06-02,11
1469,2016-06-01,11
1470,2016-05-31,11
1471,2016-05-30,11
1472,2016-05-27,11
1473,2016-05-26,11
1474,2016-05-25,11
1475,2016-05-24,12
1476,2016-05-23,12
1477,2016-05-20,12
1478,2016-05-19,12
1479,2016-05-18,11
1480,2016-05-17,11
1481,2016-05-16,11
1482,2016-05-13,11
1483,2016-05-12,12
1484,2016-05-11,12
1485,2016-05-10,12
1486,2016-05-09,13
1487,2016-05-04,12
1488,2016-05-03,12
1489,2016-05-02,12
1490,2016-04-29,12
1491,2016-04-28,12
1492,2016-04-27,12
1493,2016-04-26,12
1494,2016-04-25,12
1495,2016-04-22,12
1496,2016-04-21,12
1497,2016-04-20,12
1498,2016-04-19,12
1499,2016-04-18,12
1500,2016-04-15,12
1501,2016-04-14,12
1502,2016-04-12,12
1503,2016-04-11,13
1504,2016-04-08,13
1505,2016-04-07,13
1506,2016-04-06,13
1507,2016-04-05,13
1508,2016-04-04,13
1509,2016-04-01,13
1510,2016-03-31,12
1511,2016-03-30,11
1512,2016-03-29,12
1513,2016-03-28,12
1514,2016-03-25,12
1515,2016-03-24,12
1516,2016-03-23,12
1517,2016-03-22,12
1518,2016-03-21,13
1519,2016-03-18,12
1520,2016-03-17,13
1521,2016-03-16,14
1522,2016-03-15,13
1523,2016-03-14,13
1524,2016-03-11,13
1525,2016-03-10,13
1526,2016-03-09,14
1527,2016-03-08,14
1528,2016-03-07,13
1529,2016-03-04,14
1530,2016-03-03,14
1531,2016-03-02,15
1532,2016-02-29,17
1533,2016-02-26,16
1534,2016-02-25,16
1535,2016-02-24,17
1536,2016-02-23,16
1537,2016-02-22,16
1538,2016-02-19,17
1539,2016-02-18,17
1540,2016-02-17,18
1541,2016-02-16,19
1542,2016-02-15,21
1543,2016-02-12,23
1544,2016-02-11,22
1545,2016-02-05,18
1546,2016-02-04,16
1547,2016-02-03,18
1548,2016-02-02,17
1549,2016-02-01,17
1550,2016-01-29,17
1551,2016-01-28,18
1552,2016-01-27,19
1553,2016-01-26,20
1554,2016-01-25,19
1555,2016-01-22,20
1556,2016-01-21,24
1557,2016-01-20,24
1558,2016-01-19,20
1559,2016-01-18,21
1560,2016-01-15,20
1561,2016-01-14,19
1562,2016-01-13,18
1563,2016-01-12,20
1564,2016-01-11,20
1565,2016-01-08,17
1566,2016-01-07,19
1567,2016-01-06,16
1568,2016-01-05,15
1569,2016-01-04,16
1570,2015-12-30,14
1571,2015-12-29,13
1572,2015-12-28,14
1573,2015-12-24,13
1574,2015-12-23,13
1575,2015-12-22,14
1576,2015-12-21,15
1577,2015-12-18,14
1578,2015-12-17,14
1579,2015-12-16,16
1580,2015-12-15,17
1581,2015-12-14,17
1582,2015-12-11,15
1583,2015-12-10,15
1584,2015-12-09,15
1585,2015-12-08,15
1586,2015-12-07,15
1587,2015-12-04,15
1588,2015-12-03,14
1589,2015-12-02,13
1590,2015-12-01,13
1591,2015-11-30,14
1592,2015-11-27,12
1593,2015-11-26,12
1594,2015-11-25,12
1595,2015-11-24,12
1596,2015-11-23,13
1597,2015-11-20,13
1598,2015-11-19,13
1599,2015-11-18,14
1600,2015-11-17,14
1601,2015-11-16,16
1602,2015-11-13,14
1603,2015-11-12,14
1604,2015-11-11,14
1605,2015-11-10,15
1606,2015-11-09,14
1607,2015-11-06,13
1608,2015-11-05,13
1609,2015-11-04,13
1610,2015-11-03,13
1611,2015-11-02,14
1612,2015-10-30,14
1613,2015-10-29,14
1614,2015-10-28,14
1615,2015-10-27,14
1616,2015-10-26,14
1617,2015-10-23,13
1618,2015-10-22,14
1619,2015-10-21,14
1620,2015-10-20,15
1621,2015-10-19,16
1622,2015-10-16,15
1623,2015-10-15,15
1624,2015-10-14,16
1625,2015-10-13,15
1626,2015-10-12,16
1627,2015-10-08,15
1628,2015-10-07,15
1629,2015-10-06,17
1630,2015-10-05,17
1631,2015-10-02,18
1632,2015-10-01,18
1633,2015-09-30,20
1634,2015-09-25,19
1635,2015-09-24,19
1636,2015-09-23,19
1637,2015-09-22,18
1638,2015-09-21,19
1639,2015-09-18,17
1640,2015-09-17,20
1641,2015-09-16,21
1642,2015-09-15,22
1643,2015-09-14,21
1644,2015-09-11,19
1645,2015-09-10,20
1646,2015-09-09,18
1647,2015-09-08,21
1648,2015-09-07,24
1649,2015-09-04,22
1650,2015-09-03,20
1651,2015-09-02,22
1652,2015-09-01,22
1653,2015-08-31,19
1654,2015-08-28,18
1655,2015-08-27,20
1656,2015-08-26,22
1657,2015-08-25,28
1658,2015-08-24,28
1659,2015-08-21,18
1660,2015-08-20,14
1661,2015-08-19,14
1662,2015-08-18,14
1663,2015-08-17,14
1664,2015-08-13,13
1665,2015-08-12,14
1666,2015-08-11,13
1667,2015-08-10,13
1668,2015-08-07,13
1669,2015-08-06,13
1670,2015-08-05,12
1671,2015-08-04,13
1672,2015-08-03,14
1673,2015-07-31,13
1674,2015-07-30,13
1675,2015-07-29,13
1676,2015-07-28,14
1677,2015-07-27,13
1678,2015-07-24,13
1679,2015-07-23,13
1680,2015-07-22,13
1681,2015-07-21,13
1682,2015-07-20,13
1683,2015-07-17,12
1684,2015-07-16,12
1685,2015-07-15,13
1686,2015-07-14,14
1687,2015-07-13,14
1688,2015-07-10,15
1689,2015-07-09,14
1690,2015-07-08,15
1691,2015-07-07,14
1692,2015-07-06,15
1693,2015-07-03,13
1694,2015-07-02,13
1695,2015-07-01,13
1696,2015-06-30,14
1697,2015-06-29,14
1698,2015-06-26,12
1699,2015-06-25,12
1700,2015-06-24,12
1701,2015-06-23,13
1702,2015-06-22,14
1703,2015-06-19,13
1704,2015-06-18,14
1705,2015-06-17,14
1706,2015-06-16,14
1707,2015-06-15,13
1708,2015-06-12,13
1709,2015-06-11,13
1710,2015-06-10,15
1711,2015-06-09,15
1712,2015-06-08,15
1713,2015-06-05,14
1714,2015-06-04,14
1715,2015-06-03,13
1716,2015-06-02,13
1717,2015-06-01,13
1718,2015-05-29,12
1719,2015-05-28,12
1720,2015-05-27,13
1721,2015-05-26,12
1722,2015-05-22,11
1723,2015-05-21,11
1724,2015-05-20,11
1725,2015-05-19,11
1726,2015-05-18,11
1727,2015-05-15,12
1728,2015-05-14,12
1729,2015-05-13,13
1730,2015-05-12,12
1731,2015-05-11,12
1732,2015-05-08,12
1733,2015-05-07,12
1734,2015-05-06,12
1735,2015-05-04,12
1736,2015-04-30,11
1737,2015-04-29,12
1738,2015-04-28,12
1739,2015-04-27,13
1740,2015-04-24,13
1741,2015-04-23,13
1742,2015-04-22,12
1743,2015-04-21,12
1744,2015-04-20,12
1745,2015-04-17,12
1746,2015-04-16,12
1747,2015-04-15,11
1748,2015-04-14,12
1749,2015-04-13,12
1750,2015-04-10,11
1751,2015-04-09,11
1752,2015-04-08,11
1753,2015-04-07,10
1754,2015-04-06,10
1755,2015-04-03,11
1756,2015-04-02,11
1757,2015-04-01,11
1758,2015-03-31,11
1759,2015-03-30,11
1760,2015-03-27,11
1761,2015-03-26,11
1762,2015-03-25,11
1763,2015-03-24,11
1764,2015-03-23,11
1765,2015-03-20,11
1766,2015-03-19,11
1767,2015-03-18,12
1768,2015-03-17,11
1769,2015-03-16,11
1770,2015-03-13,11
1771,2015-03-12,12
1772,2015-03-11,12
1773,2015-03-10,11
1774,2015-03-09,11
1775,2015-03-06,10
1776,2015-03-05,10
1777,2015-03-04,10
1778,2015-03-03,10
1779,2015-03-02,11
1780,2015-02-27,11
1781,2015-02-26,11
1782,2015-02-25,11
1783,2015-02-24,11
1784,2015-02-23,11
1785,2015-02-17,11
1786,2015-02-16,11
1787,2015-02-13,11
1788,2015-02-12,12
1789,2015-02-11,12
1790,2015-02-10,13
1791,2015-02-09,12
1792,2015-02-06,13
1793,2015-02-05,13
1794,2015-02-04,13
1795,2015-02-03,13
1796,2015-02-02,14
1797,2015-01-30,13
1798,2015-01-29,13
1799,2015-01-28,13
1800,2015-01-27,13
1801,2015-01-26,13
1802,2015-01-23,13
1803,2015-01-22,13
1804,2015-01-21,13
1805,2015-01-20,13
1806,2015-01-19,14
1807,2015-01-16,14
1808,2015-01-15,13
1809,2015-01-14,13
1810,2015-01-13,13
1811,2015-01-12,13
1812,2015-01-09,12
1813,2015-01-08,13
1814,2015-01-07,13
1815,2015-01-06,13
1816,2015-01-05,12
1817,2015-01-02,12
1818,2014-12-30,12
1819,2014-12-29,12
1820,2014-12-26,12
1821,2014-12-24,12
1822,2014-12-23,12
1823,2014-12-22,12
1824,2014-12-19,13
1825,2014-12-18,15
1826,2014-12-17,15
1827,2014-12-16,14
1828,2014-12-15,13
1829,2014-12-12,13
1830,2014-12-11,14
1831,2014-12-10,13
1832,2014-12-09,12
1833,2014-12-08,12
1834,2014-12-05,12
1835,2014-12-04,12
1836,2014-12-03,11
1837,2014-12-02,11
1838,2014-12-01,12
1839,2014-11-28,11
1840,2014-11-27,11
1841,2014-11-26,12
1842,2014-11-25,12
1843,2014-11-24,12
1844,2014-11-21,12
1845,2014-11-20,12
1846,2014-11-19,13
1847,2014-11-18,13
1848,2014-11-17,13
1849,2014-11-14,13
1850,2014-11-13,14
1851,2014-11-12,13
1852,2014-11-11,13
1853,2014-11-10,13
1854,2014-11-07,14
1855,2014-11-06,14
1856,2014-11-05,14
1857,2014-11-04,14
1858,2014-11-03,14
1859,2014-10-31,13
1860,2014-10-30,13
1861,2014-10-29,13
1862,2014-10-28,14
1863,2014-10-27,14
1864,2014-10-24,14
1865,2014-10-23,14
1866,2014-10-22,14
1867,2014-10-21,15
1868,2014-10-20,16
1869,2014-10-17,18
1870,2014-10-16,17
1871,2014-10-15,15
1872,2014-10-14,16
1873,2014-10-13,15
1874,2014-10-10,15
1875,2014-10-08,13
1876,2014-10-07,12
1877,2014-10-06,13
1878,2014-10-02,14
1879,2014-10-01,13
1880,2014-09-30,12
1881,2014-09-29,12
1882,2014-09-26,12
1883,2014-09-25,12
1884,2014-09-24,12
1885,2014-09-23,12
1886,2014-09-22,12
1887,2014-09-19,11
1888,2014-09-18,12
1889,2014-09-17,12
1890,2014-09-16,12
1891,2014-09-15,11
1892,2014-09-12,11
1893,2014-09-11,11
1894,2014-09-05,11
1895,2014-09-04,11
1896,2014-09-03,11
1897,2014-09-02,11
1898,2014-09-01,11
1899,2014-08-29,10
1900,2014-08-28,10
1901,2014-08-27,10
1902,2014-08-26,10
1903,2014-08-25,11
1904,2014-08-22,11
1905,2014-08-21,12
1906,2014-08-20,11
1907,2014-08-19,11
1908,2014-08-18,12
1909,2014-08-14,12
1910,2014-08-13,12
1911,2014-08-12,12
1912,2014-08-11,12
1913,2014-08-08,12
1914,2014-08-07,11
1915,2014-08-06,12
1916,2014-08-05,12
1917,2014-08-04,13
1918,2014-08-01,13
1919,2014-07-31,12
1920,2014-07-30,13
1921,2014-07-29,12
1922,2014-07-28,11
1923,2014-07-25,10
1924,2014-07-24,10
1925,2014-07-23,10
1926,2014-07-22,10
1927,2014-07-21,10
1928,2014-07-18,10
1929,2014-07-17,10
1930,2014-07-16,10
1931,2014-07-15,10
1932,2014-07-14,10
1933,2014-07-11,11
1934,2014-07-10,11
1935,2014-07-09,10
1936,2014-07-08,10
1937,2014-07-07,10
1938,2014-07-04,10
1939,2014-07-03,10
1940,2014-07-02,10
1941,2014-07-01,11
1942,2014-06-30,11
1943,2014-06-27,11
1944,2014-06-26,10
1945,2014-06-25,10
1946,2014-06-24,10
1947,2014-06-23,11
1948,2014-06-20,11
1949,2014-06-19,10
1950,2014-06-18,11
1951,2014-06-17,11
1952,2014-06-16,11
1953,2014-06-13,12
1954,2014-06-12,11
1955,2014-06-11,11
1956,2014-06-10,11
1957,2014-06-09,11
1958,2014-06-05,11
1959,2014-06-03,10
1960,2014-06-02,10
1961,2014-05-30,10
1962,2014-05-29,10
1963,2014-05-28,10
1964,2014-05-27,11
1965,2014-05-26,11
1966,2014-05-23,11
1967,2014-05-22,11
1968,2014-05-21,11
1969,2014-05-20,11
1970,2014-05-19,11
1971,2014-05-16,11
1972,2014-05-15,11
1973,2014-05-14,11
1974,2014-05-13,10
1975,2014-05-12,10
1976,2014-05-09,10
1977,2014-05-08,11
1978,2014-05-07,12
1979,2014-05-02,10
1980,2014-04-30,11
1981,2014-04-29,11
1982,2014-04-28,12
1983,2014-04-25,12
1984,2014-04-24,12
1985,2014-04-23,11
1986,2014-04-22,11
1987,2014-04-21,11
1988,2014-04-18,11
1989,2014-04-17,12
1990,2014-04-16,12
1991,2014-04-15,12
1992,2014-04-14,12
1993,2014-04-11,12
1994,2014-04-10,12
1995,2014-04-09,12
1996,2014-04-08,12
1997,2014-04-07,12
1998,2014-04-04,12
1999,2014-04-03,13
2000,2014-04-02,13
2001,2014-04-01,13
2002,2014-03-31,13
2003,2014-03-28,13
2004,2014-03-27,12
2005,2014-03-26,12
2006,2014-03-25,12
2007,2014-03-24,12
2008,2014-03-21,12
2009,2014-03-20,13
2010,2014-03-19,13
2011,2014-03-18,13
2012,2014-03-17,14
2013,2014-03-14,14
2014,2014-03-13,13
2015,2014-03-12,14
2016,2014-03-11,13
2017,2014-03-10,13
2018,2014-03-07,13
2019,2014-03-06,13
2020,2014-03-05,13
2021,2014-03-04,14
2022,2014-03-03,14
2023,2014-02-28,13
2024,2014-02-27,13
2025,2014-02-26,13
2026,2014-02-25,13
2027,2014-02-24,14
2028,2014-02-21,14
2029,2014-02-20,14
2030,2014-02-19,14
2031,2014-02-18,14
2032,2014-02-17,14
2033,2014-02-14,14
2034,2014-02-13,14
2035,2014-02-12,14
2036,2014-02-11,14
2037,2014-02-10,15
2038,2014-02-07,15
2039,2014-02-06,16
2040,2014-02-05,17
2041,2014-02-04,17
2042,2014-02-03,15
2043,2014-01-29,14
2044,2014-01-28,14
2045,2014-01-27,15
2046,2014-01-24,13
2047,2014-01-23,13
2048,2014-01-22,12
2049,2014-01-21,12
2050,2014-01-20,13
2051,2014-01-17,13
2052,2014-01-16,12
2053,2014-01-15,13
2054,2014-01-14,13
2055,2014-01-13,13
2056,2014-01-10,13
2057,2014-01-09,13
2058,2014-01-08,13
2059,2014-01-07,13
2060,2014-01-06,14
2061,2014-01-03,14
2062,2014-01-02,13
2063,2013-12-30,12
2064,2013-12-27,12
2065,2013-12-26,12
2066,2013-12-24,12
2067,2013-12-23,13
2068,2013-12-20,13
2069,2013-12-19,14
2070,2013-12-18,15
2071,2013-12-17,14
2072,2013-12-16,15
2073,2013-12-13,14
2074,2013-12-12,15
2075,2013-12-11,14
2076,2013-12-10,14
2077,2013-12-09,14
2078,2013-12-06,14
2079,2013-12-05,14
2080,2013-12-04,14
2081,2013-12-03,14
2082,2013-12-02,14
2083,2013-11-29,14
2084,2013-11-28,14
2085,2013-11-27,14
2086,2013-11-26,14
2087,2013-11-25,14
2088,2013-11-22,14
2089,2013-11-21,15
2090,2013-11-20,14
2091,2013-11-19,13
2092,2013-11-18,13
2093,2013-11-15,13
2094,2013-11-14,14
2095,2013-11-13,14
2096,2013-11-12,13
2097,2013-11-11,13
2098,2013-11-08,13
2099,2013-11-07,13
2100,2013-11-06,13
2101,2013-11-05,13
2102,2013-11-04,14
2103,2013-11-01,13
2104,2013-10-31,14
2105,2013-10-30,13
2106,2013-10-29,13
2107,2013-10-28,13
2108,2013-10-25,13
2109,2013-10-24,13
2110,2013-10-23,14
2111,2013-10-22,13
2112,2013-10-21,13
2113,2013-10-18,13
2114,2013-10-17,14
2115,2013-10-16,14
2116,2013-10-15,13
2117,2013-10-14,14
2118,2013-10-11,13
2119,2013-10-10,15
2120,2013-10-08,15
2121,2013-10-07,15
2122,2013-10-04,15
2123,2013-10-02,14
2124,2013-10-01,15
2125,2013-09-30,15
2126,2013-09-27,14
2127,2013-09-26,14
2128,2013-09-25,15
2129,2013-09-24,15
2130,2013-09-23,15
2131,2013-09-17,16
2132,2013-09-16,15
2133,2013-09-13,15
2134,2013-09-12,15
2135,2013-09-11,15
2136,2013-09-10,15
2137,2013-09-09,16
2138,2013-09-06,15
2139,2013-09-05,16
2140,2013-09-04,16
2141,2013-09-03,16
2142,2013-09-02,16
2143,2013-08-30,15
2144,2013-08-29,15
2145,2013-08-28,15
2146,2013-08-27,15
2147,2013-08-26,14
2148,2013-08-23,15
2149,2013-08-22,16
2150,2013-08-21,16
2151,2013-08-20,15
2152,2013-08-19,14
2153,2013-08-16,14
2154,2013-08-14,13
2155,2013-08-13,14
2156,2013-08-12,14
2157,2013-08-09,14
2158,2013-08-08,14
2159,2013-08-07,15
2160,2013-08-06,14
